dialog_id,start_time,end_time,filename,transcript,label
zwH3cZy4hIc,295.0,297.65,zwH3cZy4hIc_295.0_297.649,would you mind telling me when you first came into existence,empathetic
0SEGAK-wRLs,421.06,427.46,0SEGAK-wRLs_421.05528626_427.46099682,because like all my indian friends have like the way everyone says their name and they say their name at like work and then how their family says their name,neutral
_V0WHjBgfw8,30.57,32.61,_V0WHjBgfw8_30.57437581_32.60506538,let's start with the why maybe,empathetic
Itp21tly8nM,172.35,177.58,Itp21tly8nM_172.353_177.57746032,if you're ever unsure you can always just ask how are you feeling right now,neutral
Itp21tly8nM,66.12,69.79,Itp21tly8nM_66.125_69.79145125,for example Susie's cat ran away from home last night,neutral
EmJWrU73A18,46.05,46.85,EmJWrU73A18_46.05337836_46.85241119,all around the world,neutral
VQ440xOiyho,16.97,17.97,VQ440xOiyho_16.96553839_17.96652457,Evelyn that uhh...,neutral
EmJWrU73A18,80.75,81.14,EmJWrU73A18_80.74503293_81.14454934,Umm...,neutral
OP0H0j4pCOg,27.38,29.07,OP0H0j4pCOg_27.38367304_29.0695445,and ever present racism,neutral
fLssIxqEDq0,9.73,12.34,fLssIxqEDq0_9.73021261_12.34243531,That they have their full rights in society,neutral
Le13by2WM70,88.12,90.65,Le13by2WM70_88.12245756_90.64531591,Any of you heard of Peach Sherman 42 Wild Sydney?,neutral
PDHUNKuC9dM,157.88,164.15,PDHUNKuC9dM_157.87506495_164.15461786,and and they'll then it's in their you know manner to say please i can i would really like to hear that,neutral
yQ1IA117gKE,561.18,562.97,yQ1IA117gKE_561.18052442_562.9738322,Everything. I've never been to court.,empathetic
EmJWrU73A18,27.08,27.56,EmJWrU73A18_27.0752666_27.56258882,I read,neutral
OP0H0j4pCOg,31.52,31.97,OP0H0j4pCOg_31.522859_31.97066861,That's right!,neutral
_bqhVqTuFO4,117.02,118.0,_bqhVqTuFO4_117.02_117.998,"Gary, come on.",neutral
OP0H0j4pCOg,40.62,41.58,OP0H0j4pCOg_40.62416976_41.57686274,Try uhh,neutral
Le13by2WM70,81.79,82.29,Le13by2WM70_81.7880672_82.28751966,Guys,neutral
eq3-F_738gA,25.67,26.52,eq3-F_738gA_25.67313077_26.51522681,Oh  I don't need his crap,neutral
64s5r-Fu5E0,56.26,57.24,64s5r-Fu5E0_56.26298581_57.23763024,the coach says I'm not ready,neutral
Le13by2WM70,75.16,76.08,Le13by2WM70_75.15694741_76.07812429,Well I'm helping you,empathetic
Itp21tly8nM,16.61,18.41,Itp21tly8nM_16.61418108_18.4143139,one what is empathy,neutral
0SEGAK-wRLs,402.98,403.86,0SEGAK-wRLs_402.983_403.86091612,deserve all of it,empathetic
vt2NjqXKzyA,845.12,845.73,vt2NjqXKzyA_845.125_845.72674687,yeah,empathetic
k_OxtAg4-u8,200.5,214.22,k_OxtAg4-u8_200.5_214.22,so one way to track this is to what is it that the talker is talking about what is the observation you can be trying to make sense of that the observation the feeling the needs and is there some kind of request,neutral
vt2NjqXKzyA,847.66,849.9,vt2NjqXKzyA_847.66078325_849.9,stay there somewhere you should have them,empathetic
vt2NjqXKzyA,2600.18,2602.91,vt2NjqXKzyA_2600.176_2602.91,it sounds like you're you're holding it all,empathetic
vt2NjqXKzyA,1262.34,1262.71,vt2NjqXKzyA_1262.343_1262.714,yeah,empathetic
Le13by2WM70,28.85,31.66,Le13by2WM70_28.84984918_31.65524464,Uhh ay come on boy let the lady guess,neutral
Le13by2WM70,7.98,8.23,Le13by2WM70_7.98416879_8.23441533,I don't,neutral
yQ1IA117gKE,33.09,35.84,yQ1IA117gKE_33.09343411_35.83613521,I'm not sure. I believe that they're seized.,neutral
yQ1IA117gKE,440.33,445.47,yQ1IA117gKE_440.33469981_445.46637714,"Good luck, Tristan, and don't forget to move your car before you get too tired, okay?",empathetic
VQ440xOiyho,102.29,103.6,VQ440xOiyho_102.29448997_103.60279646,I know my uh...,neutral
PDHUNKuC9dM,20.61,22.0,PDHUNKuC9dM_20.60562242_22.00402709,they hear what's said,neutral
vt2NjqXKzyA,3108.87,3113.8,vt2NjqXKzyA_3108.873_3113.80456585,a person-centered is a is about is a way of being rather than a way of doing,neutral
yQ1IA117gKE,619.77,621.35,yQ1IA117gKE_619.77354365_621.346,"All right, I'm gonna release the boot,",empathetic
vt2NjqXKzyA,2063.18,2064.16,vt2NjqXKzyA_2063.17974477_2064.15903469,yeah,empathetic
0SEGAK-wRLs,388.61,389.52,0SEGAK-wRLs_388.60831586_389.52056689,five shows,empathetic
e4aHb_GTRVo,448.75,453.91,e4aHb_GTRVo_448.748_453.912,we get locked into this black-and-white thinking and we don't realize that there is a whole lot of grey,empathetic
ZqJJzeo_t5Q,281.24,282.71,ZqJJzeo_t5Q_281.2429253_282.70593197,like what,empathetic
zA4jB0FBxQw,102.94,105.23,zA4jB0FBxQw_102.94273121_105.2252381,and i think at some point in time,neutral
yQ1IA117gKE,450.21,450.71,yQ1IA117gKE_450.21410349_450.709853,Good morning,neutral
vt2NjqXKzyA,39.28,39.66,vt2NjqXKzyA_39.27519646_39.665,um,neutral
yQ1IA117gKE,594.6,604.64,yQ1IA117gKE_594.599_604.63802997,Now you got three $20 parking tickets. They have all tripled to $60. I'm gonna waive the penalties. So it's gonna cost you a total of $60,neutral
fLssIxqEDq0,47.08,47.94,fLssIxqEDq0_47.08313369_47.94363058,Why is that?,neutral
zwH3cZy4hIc,284.54,286.41,zwH3cZy4hIc_284.538_286.411,we're all here to protect Kevin,empathetic
vt2NjqXKzyA,228.22,239.6,vt2NjqXKzyA_228.21545977_239.60182501,and the purpose of that is to look at how i'm working whether i'm working ethically safely professionally and in your best interests,empathetic
VQ440xOiyho,86.37,86.85,VQ440xOiyho_86.37460022_86.85314185,No,neutral
vt2NjqXKzyA,2954.48,2967.22,vt2NjqXKzyA_2954.48244237_2967.21910348,and um it's founded on a a very deep respect and trust in an individual's capacity for growth and development,neutral
vt2NjqXKzyA,1639.42,1644.56,vt2NjqXKzyA_1639.42152652_1644.55995344,i i really felt sadness for the other part,empathetic
FDFdroN7d0w,60.4,61.83,FDFdroN7d0w_60.39659221_61.83276544,"Child, marriage",neutral
-kfUE41-JFw,177.76,180.38,-kfUE41-JFw_177.75629639_180.37677765,They think winners make their own luck,empathetic
vt2NjqXKzyA,160.36,172.23,vt2NjqXKzyA_160.36498955_172.23100152,and and that's because it's a criminal activity and for me to not notify the police would implicate me and my governing body my regulating body doesn't like us to be criminals,empathetic
4md_A059JRc,114.93,117.53,4md_A059JRc_114.927_117.526,in general and fathers in particular,neutral
4HrOmh_rTcU,129.14,130.33,4HrOmh_rTcU_129.136_130.334,I see me,empathetic
dGIGG6QLjLg,144.87,145.24,dGIGG6QLjLg_144.86975442_145.2385388,please?,neutral
zwH3cZy4hIc,32.49,34.64,zwH3cZy4hIc_32.493_34.64299198,I want to talk about the incident at work,empathetic
EmJWrU73A18,5.14,6.75,EmJWrU73A18_5.13513657_6.75076338,You are the voice,neutral
yQ1IA117gKE,553.45,554.58,yQ1IA117gKE_553.44951184_554.5806576,"All right, let me ask you a question.",neutral
Itp21tly8nM,155.74,158.79,Itp21tly8nM_155.73699915_158.79154641,"one, pay attention to other people's feelings",empathetic
vt2NjqXKzyA,1252.76,1256.49,vt2NjqXKzyA_1252.758_1256.487,it's hard for you to recognize you in that in that part of you,empathetic
OP0H0j4pCOg,60.37,60.96,OP0H0j4pCOg_60.36857215_60.95687104,Yeah,neutral
dGIGG6QLjLg,155.13,156.64,dGIGG6QLjLg_155.13478887_156.63626814,go! I lost you once,neutral
6sNn7g99JEI,24.63,25.51,6sNn7g99JEI_24.629_25.51457292,yes,neutral
-kfUE41-JFw,49.43,50.8,-kfUE41-JFw_49.42540377_50.80296161,Self-compassion.,empathetic
ZqJJzeo_t5Q,1162.69,1163.05,ZqJJzeo_t5Q_1162.68857049_1163.04602804,yeah,empathetic
jsLUidiYm0w,14.3,14.61,jsLUidiYm0w_14.30099836_14.60831867,yeah,neutral
yQ1IA117gKE,466.35,467.31,yQ1IA117gKE_466.349_467.31,What's the time on that?,neutral
0SEGAK-wRLs,87.1,92.29,0SEGAK-wRLs_87.1_92.285048,easily like one of the most innovative shows that anyone had ever seen you're new tour now you're doing the same thing,neutral
zA4jB0FBxQw,183.91,184.21,zA4jB0FBxQw_183.91477192_184.21131519,yeah,neutral
EmJWrU73A18,48.43,49.32,EmJWrU73A18_48.43294068_49.31538902,"Yeah, yeah",empathetic
eq3-F_738gA,40.02,41.59,eq3-F_738gA_40.02417608_41.59350482,You're sitting there with a supercuts haircut,neutral
k_OxtAg4-u8,633.18,651.67,k_OxtAg4-u8_633.18210884_651.67336242,I um I liked it uh I liked having the clarity it was satisfying to get a little clearer about why I was feeling frustrated before it wasn't a big deal to me but it was satisfying how was it for you,empathetic
u9h-ysSUDqc,64.91,68.44,u9h-ysSUDqc_64.90968254_68.44144069,I was saying that you you know you could cut circles and make a make...,neutral
-kfUE41-JFw,54.81,65.56,-kfUE41-JFw_54.80841144_65.55691968,"But because depression and self-hatred are serious enemies of a good life, we need to appreciate the role of self-care in a good, ambitious and fruitful life. ",empathetic
zA4jB0FBxQw,99.03,100.89,zA4jB0FBxQw_99.03258985_100.88543461,we fought alright we loved hard,neutral
Itp21tly8nM,5.49,10.59,Itp21tly8nM_5.493_10.58889651,Hi friends. welcome to another social emotional learning video from mile marks,neutral
vt2NjqXKzyA,1307.79,1322.63,vt2NjqXKzyA_1307.78742899_1322.6334825,why it's like this and yeah why is it wanting to sabotage the part of you that knows what it needs to do and that would then feel less anxious and less stressed and would would be okay,empathetic
zA4jB0FBxQw,182.5,182.99,zA4jB0FBxQw_182.49638731_182.99473866,sure did,neutral
-kfUE41-JFw,213.86,218.63,-kfUE41-JFw_213.85599796_218.62914999,Rehearse the internalized voices of all those who have been kind to you.,empathetic
EmJWrU73A18,108.39,109.37,EmJWrU73A18_108.38736633_109.36640106,And none of it really,neutral
OP0H0j4pCOg,46.37,46.9,OP0H0j4pCOg_46.36746935_46.90345037,You know it!,neutral
ZqJJzeo_t5Q,593.08,601.16,ZqJJzeo_t5Q_593.08_601.163,I just check in with you to see where you are it's not about me it's about where you are,empathetic
GQhw9teSyKc,100.77,102.78,GQhw9teSyKc_100.7673624_102.77720491,Very important and stressed several times,neutral
PDHUNKuC9dM,133.99,136.3,PDHUNKuC9dM_133.98709863_136.30078159,soliciting that advice you have to be really,neutral
jsLUidiYm0w,16.39,16.98,jsLUidiYm0w_16.38995743_16.985,I forgot,neutral
vt2NjqXKzyA,47.82,49.31,vt2NjqXKzyA_47.8237354_49.30602605,an initial assessment,empathetic
vt2NjqXKzyA,1628.34,1638.69,vt2NjqXKzyA_1628.33695939_1638.68705908,i was quite surprised when you said you felt sad for um for the part of you that does things and enjoys doing things and gets things done and,empathetic
VQ440xOiyho,85.47,86.34,VQ440xOiyho_85.46581014_86.34386818,You're inhuman,neutral
dGIGG6QLjLg,167.64,169.7,dGIGG6QLjLg_167.64498138_169.69963721,would you stop thinking about what everyone wants?,neutral
EmJWrU73A18,35.77,36.07,EmJWrU73A18_35.7671753_36.07010533,And,neutral
OP0H0j4pCOg,55.99,56.54,OP0H0j4pCOg_55.9872687_56.53605499,I-I do,neutral
vt2NjqXKzyA,2573.91,2577.24,vt2NjqXKzyA_2573.91306013_2577.24037221,very contained inside of you,empathetic
EmJWrU73A18,35.03,35.59,EmJWrU73A18_35.02521625_35.5871734,Hah,neutral
yQ1IA117gKE,77.39,78.56,yQ1IA117gKE_77.39431256_78.5646712,Absolutely.,neutral
4md_A059JRc,81.85,84.65,4md_A059JRc_81.852_84.653,it is time to stop making excuses for inaction,neutral
OP0H0j4pCOg,116.66,117.91,OP0H0j4pCOg_116.66150819_117.90835062,I'm sorry!,neutral
yQ1IA117gKE,313.64,314.27,yQ1IA117gKE_313.64100421_314.27074007,thank you,neutral
zwH3cZy4hIc,158.72,161.03,zwH3cZy4hIc_158.718_161.03,I understand why Kevin needs you,empathetic
QyNOie2qzdk,0.65,1.29,QyNOie2qzdk_0.65_1.2949831,Okay,neutral
PDHUNKuC9dM,191.28,191.8,PDHUNKuC9dM_191.28228836_191.80034261,oh,neutral
ZqJJzeo_t5Q,840.15,841.56,ZqJJzeo_t5Q_840.15110812_841.55859722,we got a little work to do,empathetic
e4aHb_GTRVo,294.19,302.1,e4aHb_GTRVo_294.19_302.104,to try to understand what it's like to be in their shoes to try to understand what it's like to what they're feeling and that's a process that happens through communication,empathetic
-kfUE41-JFw,170.09,174.87,-kfUE41-JFw_170.092_174.87473843,"Tough, self-critical people don't allow themselves the indulgence of believing in luck. ",empathetic
4md_A059JRc,98.63,102.79,4md_A059JRc_98.626_102.794,we can't end child poverty through government programs alone and we shouldn't expect to,neutral
FDFdroN7d0w,12.08,15.04,FDFdroN7d0w_12.07955072_15.03731747,First of all I love my mother she was a wonderful mother,neutral
G0yU-YJ6sjY,79.16,79.38,G0yU-YJ6sjY_79.15809206_79.38191126,l'm sorry?,neutral
EmJWrU73A18,0.22,2.85,EmJWrU73A18_0.22240179_2.85218565,The very first time I had you on my show however many,neutral
vt2NjqXKzyA,140.22,155.19,vt2NjqXKzyA_140.21862636_155.191,um the main one being i think that if you speak to me about terrorist activities or drug smuggling or money laundering i will just need to contact the police,empathetic
Le13by2WM70,5.41,7.04,Le13by2WM70_5.40706841_7.04464667,"Lady, is this guy bothering you?",neutral
fLssIxqEDq0,54.83,58.41,fLssIxqEDq0_54.82783302_58.4139585,Fully participating in society in ways that they would like to,neutral
Itp21tly8nM,13.65,16.2,Itp21tly8nM_13.64775897_16.19923521,in this video you will learn these three things,neutral
dGIGG6QLjLg,137.9,138.89,dGIGG6QLjLg_137.89754482_138.88536012,I want all of you,neutral
vt2NjqXKzyA,746.41,747.35,vt2NjqXKzyA_746.407_747.352,no control,empathetic
VQ440xOiyho,57.26,59.23,VQ440xOiyho_57.25788411_59.23036234,But your friends are my friends,neutral
vt2NjqXKzyA,90.04,96.57,vt2NjqXKzyA_90.04000599_96.56947649,and and it sounds like you've had some experience of that and and you've some idea of how that how that works,empathetic
Le13by2WM70,90.77,91.15,Le13by2WM70_90.76824404_91.15458958,Sydney?,neutral
yQ1IA117gKE,270.26,275.74,yQ1IA117gKE_270.26209916_275.74214101,"and he has occasion to view some aspects of this court, and he actually sent me",neutral
vt2NjqXKzyA,690.73,696.98,vt2NjqXKzyA_690.73289342_696.98035426,so i'm doing this a kind of a conflict of pushing and pulling,empathetic
Le13by2WM70,19.32,19.73,Le13by2WM70_19.31521297_19.73176304,Okay,neutral
vt2NjqXKzyA,172.23,173.21,vt2NjqXKzyA_172.23100152_173.20507823,simple as that,empathetic
te381B03tA4,110.05,111.22,te381B03tA4_110.05_111.22029559,you secret's safe with me,empathetic
yQ1IA117gKE,387.23,390.49,yQ1IA117gKE_387.23213553_390.48800392,"and I'm exercising my judicial discretion, I'm gonna dismiss 'em.",empathetic
vt2NjqXKzyA,986.28,987.93,vt2NjqXKzyA_986.27785831_987.92618922,yeah,empathetic
_bqhVqTuFO4,78.32,79.98,_bqhVqTuFO4_78.325_79.979,"Jesus! Brooke, you're acting crazy again.",neutral
sAquwhl304I,61.67,63.09,sAquwhl304I_61.67_63.087,it's a crazy thing to do,empathetic
ZqJJzeo_t5Q,924.47,927.17,ZqJJzeo_t5Q_924.472_927.17230905,you work a lot do you ever play,empathetic
OP0H0j4pCOg,32.34,33.03,OP0H0j4pCOg_32.34384328_33.03311885,That's great!,neutral
vt2NjqXKzyA,3193.26,3208.89,vt2NjqXKzyA_3193.265_3208.891,so reflecting on the session that you've just delivered um can you tell me a little bit about the therapeutic relationship that you'd built up with that client and whether you experienced empathy unconditional positive regard um so the the core conditions,neutral
PDHUNKuC9dM,197.14,198.95,PDHUNKuC9dM_197.14009789_198.948,it's back on the good kid list,neutral
-kfUE41-JFw,88.24,91.28,-kfUE41-JFw_88.24229876_91.27859665,The self compassion exercise goes like this:,empathetic
ZqJJzeo_t5Q,574.87,576.41,ZqJJzeo_t5Q_574.872_576.408,can you feel that,empathetic
vt2NjqXKzyA,2662.38,2662.93,vt2NjqXKzyA_2662.377_2662.9330469,to me,empathetic
GQhw9teSyKc,50.58,51.73,GQhw9teSyKc_50.58092971_51.73464736,And everybody else's burden,neutral
zA4jB0FBxQw,129.3,131.46,zA4jB0FBxQw_129.29537536_131.46192744,i tried to play it down one time,neutral
jsLUidiYm0w,24.07,26.3,jsLUidiYm0w_24.0654761_26.30452413,did you see the memo about this,neutral
e4aHb_GTRVo,738.8,741.61,e4aHb_GTRVo_738.796_741.614,and when you lose your closest relationships you gain perspective,empathetic
vt2NjqXKzyA,2921.42,2924.24,vt2NjqXKzyA_2921.425_2924.23667242,elaine thank you so much for agreeing to be filmed today,neutral
ZqJJzeo_t5Q,141.03,146.08,ZqJJzeo_t5Q_141.02576438_146.07888023,let's frame it in terms of you're getting the bad spirits off of you,empathetic
zwH3cZy4hIc,121.17,129.01,zwH3cZy4hIc_121.16501943_129.00541354,and I told them that these are just scary stories that Dennis and Patricia tell the others to scare them,empathetic
e4aHb_GTRVo,384.3,392.99,e4aHb_GTRVo_384.303_392.994,there is nothing inherently wrong with that in fact it's really good in a lot of ways but when we get a skewed perspective of what that means it creates problems,empathetic
u9h-ysSUDqc,83.42,86.0,u9h-ysSUDqc_83.42203539_85.99954154,let's use patronize in a sentence now,neutral
OP0H0j4pCOg,5.48,9.94,OP0H0j4pCOg_5.48449588_9.94064048,But how can I help when I don't even understand what some people in this country go through everyday,empathetic
vt2NjqXKzyA,157.44,159.46,vt2NjqXKzyA_157.44242798_159.4614981,i just have to notify the police of that,empathetic
ZqJJzeo_t5Q,1119.3,1120.85,ZqJJzeo_t5Q_1119.30166082_1120.85064354,mmm-hmm,empathetic
ZqJJzeo_t5Q,521.02,522.21,ZqJJzeo_t5Q_521.024_522.205,does he call you dad now,empathetic
fLssIxqEDq0,65.46,69.07,fLssIxqEDq0_65.46231606_69.0706166,Can time and space the birth of their children,neutral
dGIGG6QLjLg,39.89,40.59,dGIGG6QLjLg_39.89013719_40.58819334,we're back to that are we back,neutral
-kfUE41-JFw,180.85,182.62,-kfUE41-JFw_180.84558005_182.61981685,But they don't for the most part.,empathetic
vt2NjqXKzyA,3039.6,3048.87,vt2NjqXKzyA_3039.60421189_3048.86791036,and is the modern person-centered approach that you use very different to the traditional approach that was originally created by rogers,neutral
MKl8s0EO5T4,9.27,11.52,MKl8s0EO5T4_9.26507895_11.51729785,"Hunter, we'll have to discuss this at your scheduled time",neutral
_V0WHjBgfw8,302.88,312.58,_V0WHjBgfw8_302.881_312.57591568,we in society often say we go well why didn't you do it sooner why didn't you come forward sooner and so i would love to know from you how time how you think time affects,empathetic
4HrOmh_rTcU,38.92,40.12,4HrOmh_rTcU_38.922_40.12,it must have been unreal,empathetic
VQ440xOiyho,120.53,121.23,VQ440xOiyho_120.53394214_121.23199829,Where are you going?,neutral
EmJWrU73A18,98.19,98.78,EmJWrU73A18_98.18845741_98.77675631,Gone through...,neutral
_bqhVqTuFO4,14.02,14.49,_bqhVqTuFO4_14.015_14.488,No problem.,neutral
VQ440xOiyho,103.7,106.68,VQ440xOiyho_103.70377314_106.68478021,Behavior can be erratic sometimes,neutral
jsLUidiYm0w,66.75,68.42,jsLUidiYm0w_66.75311886_68.41703887,but I I was told that I could listen,neutral
EmJWrU73A18,62.31,63.5,EmJWrU73A18_62.30560654_63.5029428,my daughter was growing up,neutral
GQhw9teSyKc,127.71,133.29,GQhw9teSyKc_127.7107039_133.29085409,Yeah me too I'm really glad that we have the kind of relationship where we can talk about these things I would hate for you to feel this way and just,empathetic
OP0H0j4pCOg,17.35,17.84,OP0H0j4pCOg_17.35457053_17.83750245,What's that?,neutral
k_OxtAg4-u8,320.85,330.29,k_OxtAg4-u8_320.85310658_330.28721622,they're not agreeing and they're also not interjecting the listener is not interjecting his or her reactions or views or whatever,neutral
EmJWrU73A18,31.25,32.75,EmJWrU73A18_31.2529086_32.75438787,I know a fruit stand and,neutral
vt2NjqXKzyA,40.98,47.44,vt2NjqXKzyA_40.981_47.43551642,phil i've you came here i think at the end of january and you saw someone and filled out form,empathetic
EmJWrU73A18,66.09,67.82,EmJWrU73A18_66.09321404_67.81994343,and I just wanted to grab hold of that,neutral
OP0H0j4pCOg,48.47,48.89,OP0H0j4pCOg_48.4663937_48.89412671,I mean...,neutral
Itp21tly8nM,76.76,86.74,Itp21tly8nM_76.76029559_86.7370183,imagine if you were Susie and you had a cat that you loved and played with every day imagine if one day the cat was gone and you didn't know if it was ever coming back,empathetic
0SEGAK-wRLs,107.05,107.64,0SEGAK-wRLs_107.047_107.64437934,ohh,empathetic
4md_A059JRc,47.54,52.2,4md_A059JRc_47.545_52.202,when we start thinking like this when we choose to broaden the ambit of our concern,neutral
vt2NjqXKzyA,2090.82,2094.89,vt2NjqXKzyA_2090.821_2094.888,and and you've been anxious,empathetic
Itp21tly8nM,210.37,213.2,Itp21tly8nM_210.37184287_213.20276644,"three, realize that everyone is different",empathetic
PDHUNKuC9dM,89.12,92.01,PDHUNKuC9dM_89.11538953_92.0129811,but you say we need to listen with our eyes and with our heart,neutral
zwH3cZy4hIc,366.36,367.58,zwH3cZy4hIc_366.365_367.58,he's a fantasy,empathetic
vt2NjqXKzyA,110.35,114.13,vt2NjqXKzyA_110.354_114.12868839,see how it goes and if anything crops up then just just say,empathetic
Le13by2WM70,130.28,132.63,Le13by2WM70_130.28151079_132.6264341,Oh you guys you really nailed him,neutral
yQ1IA117gKE,517.78,518.9,yQ1IA117gKE_517.784_518.90030747,There's some Kleenex for you,empathetic
jsLUidiYm0w,37.08,41.26,jsLUidiYm0w_37.0760922_41.25921972,if you could just go ahead and make sure you do that from now on that would be great,neutral
EmJWrU73A18,27.99,30.67,EmJWrU73A18_27.98844697_30.669,going to an island and having a fruit stand,neutral
yQ1IA117gKE,68.12,70.18,yQ1IA117gKE_68.12245691_70.17662132,I know it looks extensive.,neutral
zA4jB0FBxQw,20.14,23.68,zA4jB0FBxQw_20.14324137_23.67954649,93 94 95 was filled with the bodyguard her,neutral
jsLUidiYm0w,78.04,80.06,jsLUidiYm0w_78.03663704_80.06366771,i i i told bill that,neutral
Le13by2WM70,15.85,17.34,Le13by2WM70_15.85154012_17.33545823,"Hey hey, you like impressions?",empathetic
ZqJJzeo_t5Q,1093.3,1094.65,ZqJJzeo_t5Q_1093.29791603_1094.64582887,that's spirit coming through,empathetic
EmJWrU73A18,124.21,125.94,EmJWrU73A18_124.21403335_125.94380771,When I was three years old that,neutral
0SEGAK-wRLs,309.65,313.11,0SEGAK-wRLs_309.648_313.107,i didn't know i said awkward and weird i think i said you look uncomfortable,neutral
zA4jB0FBxQw,40.82,53.91,zA4jB0FBxQw_40.82205448_53.90576138,oh god my baby in one hand and i had the man of my life i loved so very much that i was crazy for with me and he has just put everything aside of his own and just said i'll go with you don't worry about it,neutral
vt2NjqXKzyA,1335.98,1337.55,vt2NjqXKzyA_1335.98225776_1337.55284182,and i don't feel,empathetic
e4aHb_GTRVo,246.52,293.08,e4aHb_GTRVo_246.518_293.076,and i actually asked my students this on the first day of class I'm guessing many of you would say what they said which is I don't care how do I get an A in this class not I'm just kidding actually had one students say that bless its heart and so I'm getting many of you would say what they said which is empathy is standing in somebody else's shoes seeing the world through their eyes and feeling what they're feeling and that's one of the most common things you hear people say when they talk about empathy but I want to suggest that a that's not possible and B when we think we can do that we actually start making assumptions about what other people have experienced assumptions that can lead to disconnection or misunderstandings and so if we can't stand in somebody else's shoes then what's empathy well empathy is the righteous struggle to try to try to,empathetic
ZqJJzeo_t5Q,755.11,763.29,ZqJJzeo_t5Q_755.114_763.29305083,I heard when you were talking about spirit you didn't use the word I when you talked about ego you used the word I,empathetic
PDHUNKuC9dM,143.34,143.44,PDHUNKuC9dM_143.33636959_143.445,right,empathetic
_bqhVqTuFO4,21.51,36.7,_bqhVqTuFO4_21.507_36.695,"I am honestly so exhausted. I just honestly want to relax for a little bit. If I could just sit here, and let my food digest, and just try to enjoy  the quiet for little bit Get some! get some! Get some! That's what happens And we will.. You know, we can clean the dishes tomorrow. ",neutral
coBacvZxErI,36.44,37.42,coBacvZxErI_36.442_37.421,let me be yout brother,empathetic
vt2NjqXKzyA,2416.96,2426.93,vt2NjqXKzyA_2416.96352571_2426.9270342,am i in stormy oceans or am i in a paddling pool or what kind of what kind of water is this what kind of fear is this,empathetic
4HrOmh_rTcU,28.0,28.35,4HrOmh_rTcU_28.004_28.35153203,and,empathetic
vt2NjqXKzyA,2994.87,3009.22,vt2NjqXKzyA_2994.87464065_3009.2246173,so therapists can just be who she is in that moment throughout the session um without needing to hide or pretend or duck behind a personal professional facade,neutral
yQ1IA117gKE,145.52,157.74,yQ1IA117gKE_145.51880066_157.73981261,"And I know what it entails to have four children and to be the sole support of those kids, and for you doing that and working like you do, I congratulate you. I understand that.",empathetic
yQ1IA117gKE,543.19,543.53,yQ1IA117gKE_543.18621315_543.52828833,yeah?,empathetic
OP0H0j4pCOg,112.79,113.14,OP0H0j4pCOg_112.78659738_113.1378206,Okay,neutral
yQ1IA117gKE,30.83,33.09,yQ1IA117gKE_30.82906474_33.09343411,Where are the plates now on the BR?,neutral
vt2NjqXKzyA,2645.48,2653.6,vt2NjqXKzyA_2645.48059948_2653.60168689,and in a way phil to me that sounds also quite um powerful that you hold all the strings here,empathetic
PDHUNKuC9dM,14.57,15.45,PDHUNKuC9dM_14.56825441_15.45070275,yet many of us,neutral
ZqJJzeo_t5Q,122.72,126.23,ZqJJzeo_t5Q_122.71711536_126.233,so what are you expecting just since it's your first time in therapy,empathetic
yQ1IA117gKE,520.29,521.06,yQ1IA117gKE_520.29376554_521.05748775,all right all right,empathetic
dGIGG6QLjLg,119.13,119.79,dGIGG6QLjLg_119.13375211_119.79229564,which you are,neutral
OP0H0j4pCOg,49.24,50.04,OP0H0j4pCOg_49.23656935_50.03999247,Uhh yeah,neutral
vt2NjqXKzyA,3341.44,3342.88,vt2NjqXKzyA_3341.444_3342.878,which is not an easy setting either no,neutral
OP0H0j4pCOg,100.99,102.29,OP0H0j4pCOg_100.98864225_102.28816816,Hey man we get it,neutral
FDFdroN7d0w,5.0,7.36,FDFdroN7d0w_4.99732578_7.35718518,I didn't compare you to him I said you were acting like him,neutral
vt2NjqXKzyA,155.19,157.44,vt2NjqXKzyA_155.191_157.44242798,i won't be able to discuss this with you,empathetic
tYUXK2Rb-PY,67.83,68.4,tYUXK2Rb-PY_67.82937499_68.403,Enjoy your flight,neutral
fLssIxqEDq0,76.9,79.3,fLssIxqEDq0_76.90171296_79.29881144,And are more likely to persist in school,neutral
ZqJJzeo_t5Q,716.91,726.14,ZqJJzeo_t5Q_716.90815357_726.13938884,so what do we do to enhance the spirit voice and to decrease the voice of the ego,empathetic
vt2NjqXKzyA,2967.22,2970.87,vt2NjqXKzyA_2967.21910348_2970.8712502,i think that's just fundamental basis,neutral
vt2NjqXKzyA,204.14,206.77,vt2NjqXKzyA_204.145_206.77066073,so that together we can find a way forward,empathetic
Itp21tly8nM,43.76,48.64,Itp21tly8nM_43.75698413_48.64088435,empathy is not about what you would do if you were them or how you are feeling,neutral
OP0H0j4pCOg,81.37,82.39,OP0H0j4pCOg_81.37191293_82.39485055,The cap is still on,neutral
fLssIxqEDq0,31.48,33.86,fLssIxqEDq0_31.47772031_33.86164791,The same structural issues,neutral
0SEGAK-wRLs,201.6,213.76,0SEGAK-wRLs_201.597_213.764,i that jump i don't even explain it i just love that fertility fatherhood freedom of speech i like how yeah it's like i mean of course these things these things go together you're you're a father of two though now,neutral
-2KGPYEFnsU,127.04,128.63,-2KGPYEFnsU_127.043_128.629,Do you want some ice cream,empathetic
